,Institution,Subject,Degree_type_and_admission_semester,Accept_or_reject,Method_of_communication,Date,GPA,GRE_Verbal,GRE_Quantitative,GRE_Writing,GRE_Subject,Student_classification,Date_posted,Comments,American,Papers,Research,Decision
2375,New York University (NYU),Physics,PhD (F16),Wait listed, E-mail,22 Feb 2016,3.61,161.0,163.0,2.0,990.0,I,4 Mar 2016,"(Revised post) I am on a wait list (HEP-Th). I received an official e-mail stating the waitlist from the physics department on Feb. 22, 2016. Please decline NYU's offer ASAP if you have got other good offers! This is my last chance......",0,0.0,0.0,0
2376,U Michigan Ann Arbor,Physics,PhD (F16),Accepted, E-mail,4 Mar 2016,3.86,156.0,164.0,5.0,680.0,A,4 Mar 2016,"Email from Graduate chair, apologizing that it took so long, official offer to come Monday. I was surprised it took so long and assumed I was rejected, but it seems they just had many applications this year. Applied for AMO Exp.  Low PGRE and no pubs but strong letters from well known profs. 3 years of AMO exp at home institution (top 25) and 1 summer of BEC exp at a top 5.",1,0.0,0.0,1
2377,New York University (NYU),Physics,PhD (F16),Wait listed, E-mail,4 Mar 2016,3.61,161.0,163.0,2.0,990.0,I,4 Mar 2016,"HEP-Th, Please! Please decline your offer as soon as possible if you have better offers! .... I am on a wait list..... This is a last chance for me to be a PhD student. Please...........",0,0.0,0.0,0
2378,Berkeley,Physics,PhD (F16),Rejected, E-mail,4 Mar 2016,3.6,160.0,160.0,4.0,760.0,A,4 Mar 2016,"Rejected via letter attached to email. 943 applicants, 50 admits. I thought I stood a chance, but fu** no I guess.",1,0.0,0.0,0
2379,"Georgia Institute Of Technology, Atlanta",Physics,PhD (F16),Accepted, Website,3 Mar 2016,3.46,160.0,168.0,3.5,940.0,I,4 Mar 2016,Applied for LIGO. Good LORs. TA ship of $24060. Vohoo!,0,0.0,0.0,1
2380,University Of Victoria,Physics,PhD (F16),Rejected, E-mail,23 Feb 2016,2.96,161.0,155.0,4.0,680.0,A,4 Mar 2016,,1,0.0,0.0,0
2381,University Of Rochester,Physics,PhD (F16),Rejected, E-mail,23 Feb 2016,2.96,161.0,155.0,4.0,680.0,A,4 Mar 2016,,1,0.0,0.0,0
2382,McGill University,Physics,PhD (F16),Interview, E-mail,9 Feb 2016,2.96,161.0,155.0,4.0,680.0,A,4 Mar 2016,,1,0.0,0.0,0
2383,University Of Hawaii At Manoa,Physics,PhD (F16),Interview, E-mail,12 Feb 2016,2.96,161.0,155.0,4.0,680.0,A,4 Mar 2016,,1,0.0,0.0,0
2384,Columbia,Physics,PhD (F16),Rejected, Website,26 Feb 2016,2.96,161.0,155.0,4.0,680.0,A,4 Mar 2016,,1,0.0,0.0,0
2385,University Of Hawaii At Manoa,Physics,PhD (F16),Accepted, E-mail,1 Mar 2016,2.96,161.0,155.0,4.0,680.0,A,4 Mar 2016,,1,0.0,0.0,1
2386,Georgia Tech,Physics,PhD (F16),Accepted, E-mail,3 Mar 2016,2.96,161.0,155.0,4.0,680.0,A,4 Mar 2016,,1,0.0,0.0,1
2387,"University Of Michigan, Ann Abor",Applied Physics,PhD (F16),Rejected, E-mail,4 Feb 2016,3.89,157.0,170.0,4.0,990.0,I,4 Mar 2016,Have three other offers already; so not disappointed :),0,0.0,0.0,0
2395,"University Of Kentucky, Lexington",Physics,PhD (F16),Other, Other,4 Mar 2016,3.0,150.0,157.0,3.0,800.0,I,4 Mar 2016,The person who got both in Kentucky and Northeastern in HEP-TH. Please make up your mind and take admission in one university. You might save a life. Thanks in advance.,0,0.0,0.0,0
2396,University Of Virginia,Physics,PhD (F16),Wait listed, E-mail,4 Mar 2016,3.3,148.0,167.0,3.0,840.0,I,4 Mar 2016,If you have got acceptance and don't want to attend please decline.,0,0.0,0.0,0
2397,University Of New Mexico,Physics,PhD (F16),Other, Other,4 Mar 2016,3.0,153.0,156.0,4.0,820.0,I,4 Mar 2016,To the post below of New Mexico. In which field did you apply,0,0.0,0.0,0
2398,Georgia Institute Of Technology,Physics,PhD (F16),Accepted, E-mail,3 Mar 2016,3.7,163.0,162.0,4.0,600.0,A,4 Mar 2016,"They sent an email directing to website. My app was for CMP experiment, offered 24k TAship",1,0.0,0.0,1
2399,Georgia Institute Of Technology,Physics,PhD (F16),Accepted, Website,4 Mar 2016,3.5,152.0,168.0,3.5,960.0,I,4 Mar 2016,Offered with TAship 24k. Applied for CMP. Email to check website. Appreciated but has already declined this one,0,0.0,0.0,1
2400,Georgia Institute Of Technology,Physics,PhD (F16),Accepted, E-mail,3 Mar 2016,3.79,152.0,168.0,3.0,970.0,I,3 Mar 2016,"AMO-th. ""To start your career at Tech, we offer you a Graduate Teaching Assistantship (GTA) with a stipend of $24,060 per year.
Tuition is waived with this assistantship."" Does it mean that my tuition is actually paid by teaching assistantship (screaming face)",0,0.0,0.0,1
2401,University Of Delaware (UDel),Physics And Astronomy,PhD (F16),Accepted, E-mail,3 Mar 2016,4.0,164.0,170.0,4.0,720.0,A,3 Mar 2016,,1,0.0,0.0,1
2402,The Pennsylvania State University (Penn State),Physics,PhD (F16),Rejected, E-mail,3 Mar 2016,3.98,162.0,170.0,3.5,900.0,I,3 Mar 2016,"They said they are finalizing admissoins decison, which I think means no more than rejections. No hope at all...",0,0.0,0.0,0
2403,Georgia Tech,Physics,PhD (F16),Accepted, E-mail,3 Mar 2016,3.85,155.0,167.0,4.0,810.0,A,3 Mar 2016,Email to check website. Applied for CMT,1,0.0,0.0,1
2405,Penn State University,Physics,PhD (F16),Other, Other,3 Mar 2016,3.97,160.0,168.0,4.0,910.0,I,3 Mar 2016,"Same query as others below.

I have yet to hear back from 11 places I applied to (3 in USA, 7 in Canada, 1 in Europe). Is it too unusual?",0,0.0,0.0,0
2406,Pennsylvania State University (PSU),Physics,PhD (F16),Other, Other,3 Mar 2016,3.96,152.0,169.0,4.0,980.0,I,3 Mar 2016,"Does ""no news"" mean unofficial waitlisting or is it a matter of time to receive my rejection.",0,0.0,0.0,0
2407,Penn State Pennsylvania State University,Physics,PhD (F16),Rejected, E-mail,3 Mar 2016,3.0,153.0,159.0,4.0,850.0,I,3 Mar 2016,Applied to hep-th. I knew I was going to be rejected. 4th rejection. 3 more to go,0,0.0,0.0,0
2408,Penn State (Pennsylvania State University),Physics,PhD (F16),Rejected, E-mail,3 Mar 2016,3.7,170.0,155.0,3.0,970.0,I,3 Mar 2016,,0,0.0,0.0,0
2409,Penn State,Physics,PhD (F16),Rejected, E-mail,3 Mar 2016,3.77,146.0,170.0,3.0,990.0,I,3 Mar 2016,"4 publications(1 first author, 3 second author), another 1st-author publication is in preparation, Sad.",0,1.0,0.0,0
2410,University Of Wisconsin-Milwaukee,Physics,PhD (F16),Accepted, E-mail,26 Feb 2016,3.48,163.0,170.0,4.0,950.0,I,3 Mar 2016,,0,0.0,0.0,1
2411,Kansas State University,Physics,PhD (F16),Accepted, E-mail,28 Jan 2016,3.48,163.0,170.0,4.0,950.0,I,3 Mar 2016,,0,0.0,0.0,1
2412,Boston College,Physics,PhD (F16),Other, Other,3 Mar 2016,4.0,152.0,160.0,3.0,810.0,I,3 Mar 2016,Has anyone heard anything from them?,0,0.0,0.0,0
2413,"University Of Kentucky, Lexington",Physics,PhD (F16),Other, Other,3 Mar 2016,3.0,150.0,156.0,4.0,810.0,I,3 Mar 2016,"Those who have got acceptance letters from University of Kentucky but won't take admission, please decline your offers. You might help someone who is desperate to get into the PhD Program. Thanks in advance.",0,0.0,0.0,0
2414,University Of Kentucky,Physics,PhD (F16),Other, Other,3 Mar 2016,3.0,153.0,159.0,4.0,850.0,I,3 Mar 2016,Can anyone tell me whether University of Kentucky has sent out all their acceptances? Thanks in advance,0,0.0,0.0,0
2415,The University Of Michigan - Ann Arbor,Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.87,168.0,170.0,4.5,990.0,A,2 Mar 2016,"Rejected after emailing the graduate coordinator - they will be ""sending out more decisions within a few days""",1,0.0,0.0,0
2416,University Of Massachusetts - Amherst,Physics,PhD (F16),Accepted, E-mail,2 Mar 2016,3.5,158.0,157.0,4.5,710.0,A,2 Mar 2016,"Safety school, but I haven't gotten into anywhere better, so I guess that I'm moving to the northeast...  Hep-Ex",1,0.0,0.0,1
2419,Syracuse,Physics,PhD (F16),Accepted, E-mail,2 Mar 2016,3.72,164.0,170.0,4.0,810.0,I,2 Mar 2016,,0,0.0,0.0,1
2420,Harvard,Applied Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.37,164.0,156.0,4.5,660.0,A,2 Mar 2016,Oh well,1,0.0,0.0,0
2421,Harvard University,Applied Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.71,159.0,168.0,4.5,990.0,I,2 Mar 2016,"Email to check application portal. CME, no publications.",0,0.0,0.0,0
2422,Purdue University,Physics,PhD (F16),Rejected, Website,2 Mar 2016,4.0,152.0,160.0,3.0,810.0,I,2 Mar 2016,,0,0.0,0.0,0
2424,Penn State,Physics,PhD (F16),Accepted, E-mail,10 Feb 2016,3.93,161.0,163.0,4.5,840.0,I,2 Mar 2016,"Applied for Biophysics subdiscipline. Being offered $20,495+$7000 for the first year. Said they were enthused with my application!",0,0.0,0.0,1
2425,Penn State,Physics,PhD (F16),Accepted, E-mail,2 Oct 2016,3.93,161.0,163.0,4.5,840.0,I,2 Mar 2016,"Applied for Biophysics subdiscipline. Being offered $20,495+$7000 for the first year. Said they were enthused with my application!",0,0.0,0.0,1
2426,"University Of Washington, Seattle",Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.85,151.0,170.0,3.0,900.0,I,2 Mar 2016,Most disappointing rejection (7th rej) this year. Only one chance left.,0,0.0,0.0,0
2427,Boston University,Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.8,152.0,166.0,3.0,770.0,U,2 Mar 2016,,0,0.0,0.0,0
2428,University Of British Columbia,Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.8,152.0,166.0,3.0,770.0,I,2 Mar 2016,,0,0.0,0.0,0
2429,Clark University,PhD Physics,PhD (F16),Accepted, E-mail,2 Mar 2016,3.7,149.0,161.0,3.5,660.0,I,2 Mar 2016,,0,0.0,0.0,1
2430,University Of Washington Seattle,Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.3,156.0,169.0,3.0,830.0,I,2 Mar 2016,"HEP-ex. One year research experience, strong LORs. UW seems to care a lot about GPA. Guess I'll go to NYU or CMU.",0,0.0,1.0,0
2431,"University Of Washington, Seatle",Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.98,162.0,170.0,3.5,900.0,I,2 Mar 2016,7th rejection. no hope this year...,0,0.0,0.0,0
2432,University Of Washington (seattle),Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.77,170.0,146.0,3.0,990.0,I,2 Mar 2016,,0,0.0,0.0,0
2433,UW Seattle,Physics,PhD (F16),Rejected, E-mail,2 Mar 2016,3.8,150.0,168.0,3.5,770.0,I,2 Mar 2016,AMO/ CMP/ nuclear theory. I know UW is a great place but I have 2 first author plus one more to come... Guess low PGRE kills my chance no matter what?,0,0.0,0.0,0
2434,UC Berkeley,Physics,PhD (F16),Accepted, E-mail,1 Mar 2016,3.8,150.0,168.0,3.5,770.0,I,1 Mar 2016,"Theory undecided but not HEP. No way I could get in here... triple checked if that is my name that they were sending the letter to. Female, 2 pubs in 2 different areas, 1 more to come.",0,1.0,0.0,1
2435,UC Berkeley,Physics,PhD (F16),Accepted, E-mail,1 Mar 2016,3.99,169.0,168.0,4.5,990.0,A,1 Mar 2016,CMT. Thought I was done getting accepted places... Wohoo!,1,0.0,0.0,1
2436,CU Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.99,159.0,164.0,4.5,940.0,I,1 Mar 2016,"amo expt. not surprising since boulder has the top amo program in the country, and the fact that as a public school it doesn't have that much funding for international students. congratulations to those who got in!",0,1.0,0.0,0
2437,CU Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.81,158.0,157.0,5.0,640.0,A,1 Mar 2016,,1,0.0,0.0,0
2438,CU Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.87,160.0,164.0,4.5,670.0,A,1 Mar 2016,"Expected, just happy to know status for sure.",1,0.0,0.0,0
2439,UC Berkeley,Physics,PhD (F16),Accepted, E-mail,1 Mar 2016,4.0,164.0,170.0,4.5,960.0,A,1 Mar 2016,CM experiment or theory. April 6-7 open house.,1,0.0,0.0,1
2440,University Of Colorado At Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.87,161.0,164.0,5.0,750.0,A,1 Mar 2016,I guess I won't be getting elevated.,1,0.0,0.0,0
2441,Berkeley,Physics,PhD (F16),Accepted, E-mail,1 Mar 2016,3.96,167.0,168.0,4.0,990.0,A,1 Mar 2016,CMT/other. My first and last acceptance.,1,0.0,0.0,1
2442,UC Berkeley,Physics,PhD (F16),Accepted, E-mail,1 Mar 2016,3.99,165.0,166.0,4.0,970.0,A,1 Mar 2016,AMO Experiment.,1,0.0,0.0,1
2443,UC Berkeley,Physics,PhD (F16),Accepted, E-mail,1 Mar 2016,4.0,170.0,157.0,3.0,990.0,I,1 Mar 2016,CMT,0,0.0,0.0,1
2444,UC Irvine,Physics & Astronomy,PhD (F16),Accepted, E-mail,1 Mar 2016,3.72,149.0,168.0,3.0,970.0,I,1 Mar 2016,Offered a Regent's fellowship.,0,0.0,0.0,1
2449,TAMU (Texas A&M University)ersity),Physics,PhD (F16),Other, E-mail,1 Mar 2016,3.0,153.0,159.0,4.0,850.0,I,1 Mar 2016,Tamu has rolling admissions does that mean that they review admissions on a first come first serve basis. But on their website it is written that they compare each applicant profile with others.Does it make sense???,0,0.0,0.0,0
2450,CU Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.3,156.0,169.0,3.0,830.0,I,1 Mar 2016,"HEP-ex. One year research experience, strong letters. Killed by GPA and pGRE.",0,0.0,1.0,0
2451,University Of Colorado-Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.5,158.0,157.0,4.5,710.0,A,1 Mar 2016,"No real chance anyway.  A shot in the dark, but it gets more and more depressing every time another rejection comes through.  Hep-Ex",1,0.0,0.0,0
2452,University Of Colorado At Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.89,156.0,170.0,4.0,990.0,U,1 Mar 2016,"Well, no school wants me. All of them just attribute to the large amount of applicants.",0,0.0,0.0,0
2453,UCSB,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.85,155.0,167.0,4.0,810.0,A,1 Mar 2016,Email to check website. Applied for CMT.,1,0.0,0.0,0
2454,UC Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.99,160.0,163.0,4.0,900.0,A,1 Mar 2016,At least this narrows down my choices.,1,0.0,0.0,0
2455,Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,4.0,157.0,167.0,4.0,900.0,I,1 Mar 2016,,0,0.0,0.0,0
2457,Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,4.0,165.0,160.0,4.5,650.0,A,1 Mar 2016,,1,0.0,0.0,0
2458,CU Colorado Boulder,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,4.0,158.0,167.0,4.0,850.0,A,1 Mar 2016,"CME. Honestly a little surprised I was rejected, but I've already been accepted to my top two choices so its all good.",1,0.0,0.0,0
2459,UCSB,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.9,150.0,170.0,4.0,990.0,U,1 Mar 2016,"Don't care at all. Already got a job in a high school, Yeah!",0,0.0,0.0,0
2460,Dartmouth,Space Physics,PhD (F16),Wait listed, E-mail,29 Feb 2016,3.6,165.0,164.0,4.0,550.0,A,1 Mar 2016,"If anyone has been accepted and isn't planning on attending, please decline! Word is there's a very short wait list...",1,0.0,0.0,0
2461,Virginia Polytechnic And State University (Virginia Tech),Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.0,153.0,159.0,4.0,850.0,I,1 Mar 2016,"Very polite rejection letter. 

we are in the
process of making offers.

In any event, at this point, although I cannot rule out the possibility,
it is unlikely we will be able to offer you admission.",0,0.0,0.0,0
2463,UCSB,Physics,PhD (F16),Rejected, E-mail,1 Mar 2016,3.6,160.0,160.0,4.0,760.0,A,1 Mar 2016,"Darkmatter experiment. 1 Pub, lots of research. Figured I had a shot but I guess not :(",1,1.0,1.0,0
2464,University Of Kentucky,Physics,PhD (F16),Accepted, E-mail,29 Feb 2016,2.93,140.0,161.0,3.0,850.0,I,1 Mar 2016,,0,0.0,0.0,1
2465,"California, Santa Barbara (UCSB)",Physics,PhD (F16),Rejected, Website,1 Mar 2016,3.5,155.0,164.0,4.5,950.0,A,1 Mar 2016,,1,0.0,0.0,0
2468,UC Berkeley,Physics,PhD (F16),Accepted, E-mail,1 Mar 2016,4.0,168.0,162.0,4.5,910.0,A,1 Mar 2016,hep-th; 2 pubs in field of interest,1,1.0,0.0,1
2471,UC Berkeley,Physics,PhD (F16),Accepted, E-mail,29 Feb 2016,3.54,169.0,165.0,4.0,990.0,A,29 Feb 2016,,1,0.0,0.0,1
2473,UW-Milwaukee,Physics,PhD (F16),Accepted, E-mail,29 Feb 2016,3.7,160.0,155.0,4.0,540.0,A,29 Feb 2016,Stipend ~24k. LIGO GW Data Analysis.,1,0.0,0.0,1
2474,Johns Hopkins,Physics,PhD (F16),Rejected, E-mail,29 Feb 2016,3.87,161.0,164.0,5.0,750.0,A,29 Feb 2016,There were 325 applicants for 20 positions.,1,0.0,0.0,0
2475,California Institute Of Technology,Physics,PhD (F16),Rejected, E-mail,12 Feb 2016,3.85,167.0,165.0,5.0,900.0,A,29 Feb 2016,,1,0.0,0.0,0
2476,Stanford,Physics,PhD (F16),Rejected, E-mail,22 Feb 2016,3.85,167.0,165.0,5.0,900.0,A,29 Feb 2016,Worst application forms ever.,1,0.0,0.0,0
2477,Texas A&M,Physics,PhD (F16),Accepted, E-mail,18 Feb 2016,3.85,167.0,165.0,5.0,900.0,A,29 Feb 2016,,1,0.0,0.0,1
2478,University Of Michigan,Physics,PhD (F16),Accepted, E-mail,28 Jan 2016,3.85,167.0,165.0,5.0,900.0,A,29 Feb 2016,,1,0.0,0.0,1
2479,Northwestern,Physics,PhD (F16),Accepted, E-mail,19 Jan 2016,3.85,167.0,165.0,5.0,900.0,A,29 Feb 2016,,1,0.0,0.0,1
2480,City University New York (CUNY),Physics,PhD (F16),Accepted, E-mail,29 Feb 2016,3.3,163.0,159.0,5.0,530.0,A,29 Feb 2016,"3 years research experience, one publication, and two APS presentations.  Must have had great LORs to compensate for that abysmal PGRE score.  Interviewed by phone on 2/20.",1,1.0,1.0,1
2482,University Of California - Riverside (UCR),Physics,PhD (F16),Accepted, E-mail,3 Feb 2016,3.4,159.0,163.0,3.5,670.0,A,28 Feb 2016,"3 years High Energy research experience, 1 year teaching. Interest in CME. Good LORs. 30k first year fellowship, 22k/yr TA afterward",1,0.0,1.0,1
2483,University Of New Mexico,Physics,PhD (F16),Accepted, E-mail,10 Feb 2016,3.4,159.0,163.0,3.5,670.0,A,28 Feb 2016,"3 years High Energy research experience, 1 year teaching. Good LORs. 15k/yr TA.",1,0.0,1.0,1
2484,University Of Cincinnati,Physics,PhD (F16),Accepted, E-mail,26 Feb 2016,3.4,159.0,163.0,3.5,670.0,A,28 Feb 2016,"3 years High Energy research experience, 1 year teaching. Good LORs",1,0.0,1.0,1
2485,Boston University,Physics,PhD (F16),Rejected, E-mail,26 Feb 2016,3.4,159.0,163.0,3.5,670.0,A,28 Feb 2016,"3 years High Energy research experience, 1 year teaching, good LOR. Have other options, but this was a fave.",1,0.0,1.0,0
2487,Virginia Polytechnic And State University (Virginia Tech),Physics,PhD (F16),Other, Other,27 Feb 2016,3.1,155.0,165.0,4.5,910.0,I,27 Feb 2016,To the Virginia Tech poster below: It seems that they have sent me a different email saying that they haven't yet done with the reviewing process,0,0.0,0.0,0
2488,Virginia Polytechnic And State University (Virginia Tech),Physics,PhD (F16),Other, Other,27 Feb 2016,3.5,155.0,162.0,4.0,900.0,I,27 Feb 2016,To the poster below. How do you know for Virginia tech. Did they send an email?? Notifying rejections or is it on their web account,0,0.0,0.0,0
2489,New York University (NYU),Physics,PhD (F16),Rejected, E-mail,27 Feb 2016,3.0,164.0,170.0,4.5,960.0,I,27 Feb 2016,"Decent LORs, six months of research in cosmology, 2 projects, study projects, electrical engineering background, CERN intern.",0,0.0,1.0,0
